癌症診斷年,性別,縣市別,癌症別,年齡標準化發生率  WHO 2000世界標準人口 (每10萬人口) ,癌症發生數,平均年齡,年齡中位數,粗率 (每10萬人口)
1998,不分男女,基隆市,其他神經系統,0.23,1,45,45,0.26
1998,不分男女,新竹市,其他神經系統,0.81,3,62.33,66,0.84
1998,不分男女,嘉義市,其他神經系統,0.93,2,57,57,0.76
1998,不分男女,新北市,其他神經系統,0.23,8,38.38,33.5,0.23
1998,不分男女,桃園市,其他神經系統,0.27,5,39.8,31,0.3
1998,不分男女,宜蘭縣,其他神經系統,0.46,2,11.5,11.5,0.43
1998,不分男女,苗栗縣,其他神經系統,0.25,1,54,54,0.18
1998,不分男女,彰化縣,其他神經系統,0.44,6,53.33,52,0.46
1998,不分男女,南投縣,其他神經系統,0.16,1,38,38,0.18
1998,不分男女,雲林縣,其他神經系統,0.35,3,49.67,45,0.4
1998,不分男女,嘉義縣,其他神經系統,0.3,2,41,41,0.35
1998,不分男女,屏東縣,其他神經系統,0.09,1,66,66,0.11
1998,不分男女,花蓮縣,其他神經系統,0.24,1,42,42,0.28
1998,不分男女,台東縣,其他神經系統,0.33,1,66,66,0.4
1998,男,台閩地區,其他神經系統,0.29,34,47.09,44.5,0.3
1998,男,台北市,其他神經系統,0.47,7,54.57,57,0.53
1998,男,台中市,其他神經系統,0.33,4,41.5,37,0.33
1998,男,台南市,其他神經系統,0.21,2,54,54,0.21
1998,男,高雄市,其他神經系統,0.06,1,31,31,0.07
1998,男,新竹市,其他神經系統,1.48,3,62.33,66,1.64
1998,男,嘉義市,其他神經系統,0.74,1,29,29,0.75
1998,男,新北市,其他神經系統,0.3,5,44.4,46,0.29
1998,男,桃園市,其他神經系統,0.2,2,35.5,35.5,0.23
1998,男,宜蘭縣,其他神經系統,0.39,1,21,21,0.41
1998,男,彰化縣,其他神經系統,0.73,5,52,44,0.74
1998,男,南投縣,其他神經系統,0.29,1,38,38,0.35
1998,男,嘉義縣,其他神經系統,0.33,1,20,20,0.33
1998,男,屏東縣,其他神經系統,0.17,1,66,66,0.21
1998,女,台閩地區,其他神經系統,0.25,26,48,52,0.24
1998,女,台北市,其他神經系統,0.24,3,48.33,71,0.23
1998,女,台中市,其他神經系統,0.47,4,63.75,60,0.34
1998,女,高雄市,其他神經系統,0.18,2,35,35,0.15
1998,女,基隆市,其他神經系統,0.45,1,45,45,0.54
1998,女,嘉義市,其他神經系統,0.92,1,85,85,0.77
1998,女,新北市,其他神經系統,0.14,3,28.33,31,0.18
1998,女,桃園市,其他神經系統,0.4,3,42.67,31,0.38
1998,女,宜蘭縣,其他神經系統,0.54,1,2,2,0.45
1998,女,苗栗縣,其他神經系統,0.51,1,54,54,0.38
1998,女,彰化縣,其他神經系統,0.15,1,60,60,0.16
1998,女,雲林縣,其他神經系統,0.78,3,49.67,45,0.85
1998,女,嘉義縣,其他神經系統,0.26,1,62,62,0.37
1998,女,花蓮縣,其他神經系統,0.52,1,42,42,0.6
1998,女,台東縣,其他神經系統,0.71,1,66,66,0.87
1999,不分男女,台閩地區,其他神經系統,0.22,49,45.88,49,0.22
1999,不分男女,台北市,其他神經系統,0.09,3,53.33,49,0.11
1999,不分男女,台中市,其他神經系統,0.21,5,47,46,0.21
1999,不分男女,台南市,其他神經系統,0.36,7,32.29,32,0.38
1999,不分男女,高雄市,其他神經系統,0.28,8,39.88,40,0.3
1999,不分男女,新竹市,其他神經系統,0.52,2,35,35,0.55
1999,不分男女,嘉義市,其他神經系統,0.36,1,69,69,0.38
1999,不分男女,新北市,其他神經系統,0.14,4,54,53,0.11
1999,不分男女,桃園市,其他神經系統,0.14,2,65,65,0.12
1999,不分男女,宜蘭縣,其他神經系統,0.35,2,68,68,0.43
1999,不分男女,苗栗縣,其他神經系統,0.54,3,53,56,0.54
1999,不分男女,彰化縣,其他神經系統,0.07,1,34,34,0.08
1999,不分男女,南投縣,其他神經系統,0.16,1,60,60,0.18
1999,不分男女,雲林縣,其他神經系統,0.65,5,37.2,31,0.67
1999,不分男女,嘉義縣,其他神經系統,0.37,2,44,44,0.36
1999,不分男女,屏東縣,其他神經系統,0.13,1,50,50,0.11
1999,不分男女,台東縣,其他神經系統,0.64,2,55,55,0.81
1999,男,台閩地區,其他神經系統,0.25,29,47.31,47,0.26
1999,男,台北市,其他神經系統,0.11,2,46,46,0.15
1999,男,台中市,其他神經系統,0.33,4,54.5,55.5,0.33
1999,男,台南市,其他神經系統,0.37,4,38.75,34,0.43
1999,男,高雄市,其他神經系統,0.28,4,38.5,38,0.29
1999,男,新竹市,其他神經系統,0.54,1,21,21,0.54
1999,男,嘉義市,其他神經系統,0.71,1,69,69,0.75
1999,男,新北市,其他神經系統,0.05,1,47,47,0.06
1999,男,桃園市,其他神經系統,0.08,1,70,70,0.11
1999,男,宜蘭縣,其他神經系統,0.67,2,68,68,0.83
1999,男,苗栗縣,其他神經系統,0.37,1,59,59,0.34
1999,男,南投縣,其他神經系統,0.31,1,60,60,0.35
1999,男,雲林縣,其他神經系統,0.68,3,40,31,0.76
1999,男,嘉義縣,其他神經系統,0.68,2,44,44,0.67
1999,男,屏東縣,其他神經系統,0.25,1,50,50,0.21
1999,男,台東縣,其他神經系統,0.63,1,33,33,0.75
1999,女,台閩地區,其他神經系統,0.19,20,43.8,49,0.19
1999,女,台北市,其他神經系統,0.08,1,68,68,0.08
1999,女,台中市,其他神經系統,0.08,1,17,17,0.08
1999,女,台南市,其他神經系統,0.35,3,23.67,25,0.34
1999,女,高雄市,其他神經系統,0.27,4,41.25,43,0.3
1999,女,新竹市,其他神經系統,0.49,1,49,49,0.56
1999,女,新北市,其他神經系統,0.22,3,56.33,55,0.17
1999,女,桃園市,其他神經系統,0.16,1,60,60,0.12
1999,女,苗栗縣,其他神經系統,0.75,2,50,50,0.75
1999,女,彰化縣,其他神經系統,0.16,1,34,34,0.16
1999,女,雲林縣,其他神經系統,0.56,2,33,33,0.57
1999,女,台東縣,其他神經系統,0.68,1,77,77,0.87
2000,不分男女,台閩地區,其他神經系統,0.29,67,46.19,48,0.3
2000,不分男女,台北市,其他神經系統,0.4,11,45.73,47,0.42
2000,不分男女,台中市,其他神經系統,0.32,7,58.29,54,0.28
2000,不分男女,台南市,其他神經系統,0.05,1,23,23,0.05
2000,不分男女,高雄市,其他神經系統,0.21,6,54.5,54,0.22
2000,不分男女,嘉義市,其他神經系統,0.35,1,20,20,0.38
2000,不分男女,新北市,其他神經系統,0.39,14,45.71,46,0.39
2000,不分男女,桃園市,其他神經系統,0.23,4,45.25,47.5,0.23
2000,不分男女,彰化縣,其他神經系統,0.38,5,27.8,20,0.38
2000,不分男女,南投縣,其他神經系統,0.59,3,29,8,0.55
2000,不分男女,雲林縣,其他神經系統,0.22,2,55.5,55.5,0.27
2000,不分男女,嘉義縣,其他神經系統,0.7,5,58.2,64,0.89
2000,不分男女,屏東縣,其他神經系統,0.39,4,49.25,53.5,0.44
2000,不分男女,澎湖縣,其他神經系統,1.6,1,6,6,1.12
2000,不分男女,花蓮縣,其他神經系統,0.32,1,56,56,0.28
2000,不分男女,台東縣,其他神經系統,0.7,2,53,53,0.82
2000,男,台閩地區,其他神經系統,0.26,30,48.67,54,0.26
2000,男,台北市,其他神經系統,0.33,4,34.25,32.5,0.31
2000,男,台中市,其他神經系統,0.25,3,60,64,0.24
2000,男,台南市,其他神經系統,0.1,1,23,23,0.11
2000,男,高雄市,其他神經系統,0.22,3,59.67,58,0.22
2000,男,新北市,其他神經系統,0.34,6,44.17,46,0.33
2000,男,桃園市,其他神經系統,0.36,3,48.67,60,0.34
2000,男,彰化縣,其他神經系統,0.25,2,29.5,29.5,0.29
2000,男,南投縣,其他神經系統,0.25,1,74,74,0.35
2000,男,雲林縣,其他神經系統,0.23,1,75,75,0.25
2000,男,嘉義縣,其他神經系統,0.56,2,73.5,73.5,0.67
2000,男,屏東縣,其他神經系統,0.38,2,64.5,64.5,0.42
2000,男,澎湖縣,其他神經系統,3.09,1,6,6,2.13
2000,男,台東縣,其他神經系統,0.65,1,40,40,0.76
2000,女,台閩地區,其他神經系統,0.33,37,44.19,46,0.34
2000,女,台北市,其他神經系統,0.48,7,52.29,51,0.52
2000,女,台中市,其他神經系統,0.39,4,57,53,0.33
2000,女,高雄市,其他神經系統,0.21,3,49.33,40,0.23
2000,女,嘉義市,其他神經系統,0.72,1,20,20,0.76
2000,女,新北市,其他神經系統,0.45,8,46.88,46,0.45
2000,女,桃園市,其他神經系統,0.09,1,35,35,0.12
2000,女,彰化縣,其他神經系統,0.52,3,26.67,18,0.48
2000,女,南投縣,其他神經系統,0.96,2,6.5,6.5,0.77
2000,女,雲林縣,其他神經系統,0.3,1,36,36,0.29
2000,女,嘉義縣,其他神經系統,1.02,3,48,42,1.13
2000,女,屏東縣,其他神經系統,0.43,2,34,34,0.46
2000,女,花蓮縣,其他神經系統,0.64,1,56,56,0.6
2000,女,台東縣,其他神經系統,0.67,1,66,66,0.88
2001,不分男女,台閩地區,其他神經系統,0.26,59,42.76,42,0.26
2001,不分男女,台北市,其他神經系統,0.23,6,38.17,36.5,0.23
2001,不分男女,台中市,其他神經系統,0.45,10,45.9,50,0.4
2001,不分男女,台南市,其他神經系統,0.46,9,35.44,39,0.49
2001,不分男女,高雄市,其他神經系統,0.29,8,35.63,38,0.29
2001,不分男女,基隆市,其他神經系統,0.3,1,19,19,0.26
2001,不分男女,新竹市,其他神經系統,0.37,1,56,56,0.27
2001,不分男女,嘉義市,其他神經系統,0.33,1,77,77,0.37
2001,不分男女,新北市,其他神經系統,0.18,6,41.17,42.5,0.17
2001,不分男女,桃園市,其他神經系統,0.18,3,32.67,41,0.17
2001,不分男女,苗栗縣,其他神經系統,0.35,2,45,45,0.36
2001,不分男女,彰化縣,其他神經系統,0.06,1,78,78,0.08
2001,不分男女,南投縣,其他神經系統,0.33,2,47.5,47.5,0.37
2001,不分男女,雲林縣,其他神經系統,0.4,3,40.67,42,0.4
2001,不分男女,嘉義縣,其他神經系統,0.32,2,69,69,0.36
2001,不分男女,屏東縣,其他神經系統,0.18,2,61,61,0.22
2001,不分男女,花蓮縣,其他神經系統,0.26,1,20,20,0.28
2001,不分男女,台東縣,其他神經系統,0.35,1,69,69,0.41
2001,男,台閩地區,其他神經系統,0.28,33,41.36,41,0.29
2001,男,台北市,其他神經系統,0.3,4,39.25,36.5,0.31
2001,男,台中市,其他神經系統,0.58,6,42.17,48.5,0.48
2001,男,台南市,其他神經系統,0.35,4,50.5,46.5,0.42
2001,男,高雄市,其他神經系統,0.35,5,33.6,32,0.36
2001,男,基隆市,其他神經系統,0.58,1,19,19,0.5
2001,男,新竹市,其他神經系統,0.77,1,56,56,0.53
2001,男,新北市,其他神經系統,0.09,2,28.5,28.5,0.11
2001,男,桃園市,其他神經系統,0.09,1,41,41,0.11
2001,男,苗栗縣,其他神經系統,0.28,1,40,40,0.34
2001,男,南投縣,其他神經系統,0.36,1,29,29,0.35
2001,男,雲林縣,其他神經系統,0.77,3,40.67,42,0.76
2001,男,嘉義縣,其他神經系統,0.24,1,79,79,0.34
2001,男,屏東縣,其他神經系統,0.35,2,61,61,0.42
2001,男,花蓮縣,其他神經系統,0.5,1,20,20,0.54
2001,女,台閩地區,其他神經系統,0.25,26,44.54,50,0.24
2001,女,台北市,其他神經系統,0.18,2,36,36,0.15
2001,女,台中市,其他神經系統,0.34,4,51.5,51,0.33
2001,女,台南市,其他神經系統,0.58,5,23.4,26,0.55
2001,女,高雄市,其他神經系統,0.25,3,39,45,0.22
2001,女,嘉義市,其他神經系統,0.69,1,77,77,0.75
2001,女,新北市,其他神經系統,0.28,4,47.5,56.5,0.22
2001,女,桃園市,其他神經系統,0.27,2,28.5,28.5,0.23
2001,女,苗栗縣,其他神經系統,0.4,1,50,50,0.38
2001,女,彰化縣,其他神經系統,0.12,1,78,78,0.16
2001,女,南投縣,其他神經系統,0.29,1,66,66,0.39
2001,女,嘉義縣,其他神經系統,0.41,1,59,59,0.38
2001,女,台東縣,其他神經系統,0.68,1,69,69,0.88
2002,不分男女,台閩地區,其他神經系統,0.33,77,47.56,49,0.34
2002,不分男女,台北市,其他神經系統,0.2,5,43.4,36,0.19
2002,不分男女,台中市,其他神經系統,0.33,8,47,51,0.32
2002,不分男女,台南市,其他神經系統,0.33,7,42.86,37,0.38
2002,不分男女,高雄市,其他神經系統,0.57,17,43.65,45,0.62
2002,不分男女,基隆市,其他神經系統,0.25,1,21,21,0.26
2002,不分男女,新竹市,其他神經系統,0.73,3,47.67,43,0.79
2002,不分男女,嘉義市,其他神經系統,0.32,1,37,37,0.37
2002,不分男女,新北市,其他神經系統,0.36,13,51.77,54,0.36
2002,不分男女,桃園市,其他神經系統,0.18,3,55.33,51,0.17
2002,不分男女,新竹縣,其他神經系統,0.36,2,69.5,69.5,0.44
2002,不分男女,宜蘭縣,其他神經系統,0.37,2,52.5,52.5,0.43
2002,不分男女,苗栗縣,其他神經系統,0.14,1,67,67,0.18
2002,不分男女,彰化縣,其他神經系統,0.09,1,12,12,0.08
2002,不分男女,雲林縣,其他神經系統,0.58,5,58,64,0.67
2002,不分男女,嘉義縣,其他神經系統,0.52,3,45,43,0.53
2002,不分男女,屏東縣,其他神經系統,0.09,1,42,42,0.11
2002,不分男女,花蓮縣,其他神經系統,0.74,3,60.67,68,0.85
2002,不分男女,台東縣,其他神經系統,0.49,1,15,15,0.41
2002,男,台閩地區,其他神經系統,0.38,44,45.07,46.5,0.38
2002,男,台北市,其他神經系統,0.32,4,47,49.5,0.31
2002,男,台中市,其他神經系統,0.4,5,45.2,50,0.4
2002,男,台南市,其他神經系統,0.46,5,42.8,37,0.53
2002,男,高雄市,其他神經系統,0.67,10,38.7,34.5,0.71
2002,男,基隆市,其他神經系統,0.49,1,21,21,0.5
2002,男,新竹市,其他神經系統,0.83,2,39.5,39.5,1.04
2002,男,嘉義市,其他神經系統,0.65,1,37,37,0.74
2002,男,新北市,其他神經系統,0.28,5,51.2,54,0.27
2002,男,桃園市,其他神經系統,0.28,2,59,59,0.22
2002,男,新竹縣,其他神經系統,0.31,1,74,74,0.42
2002,男,苗栗縣,其他神經系統,0.27,1,67,67,0.34
2002,男,彰化縣,其他神經系統,0.17,1,12,12,0.15
2002,男,雲林縣,其他神經系統,0.59,2,38,38,0.51
2002,男,嘉義縣,其他神經系統,0.68,2,46,46,0.67
2002,男,花蓮縣,其他神經系統,1.04,2,68,68,1.08
2002,女,台閩地區,其他神經系統,0.27,33,50.88,50,0.3
2002,女,台北市,其他神經系統,0.08,1,29,29,0.07
2002,女,台中市,其他神經系統,0.25,3,50,53,0.24
2002,女,台南市,其他神經系統,0.19,2,43,43,0.22
2002,女,高雄市,其他神經系統,0.46,7,50.71,50,0.52
2002,女,新竹市,其他神經系統,0.57,1,64,64,0.54
2002,女,新北市,其他神經系統,0.42,8,52.13,51.5,0.44
2002,女,桃園市,其他神經系統,0.09,1,48,48,0.11
2002,女,新竹縣,其他神經系統,0.4,1,65,65,0.46
2002,女,宜蘭縣,其他神經系統,0.76,2,52.5,52.5,0.89
2002,女,雲林縣,其他神經系統,0.51,3,71.33,70,0.85
2002,女,嘉義縣,其他神經系統,0.35,1,43,43,0.38
2002,女,屏東縣,其他神經系統,0.19,1,42,42,0.23
2002,女,花蓮縣,其他神經系統,0.49,1,46,46,0.6
2002,女,台東縣,其他神經系統,1.03,1,15,15,0.88
2003,不分男女,台閩地區,其他神經系統,0.26,62,47.48,49.5,0.27
2003,不分男女,台北市,其他神經系統,0.12,3,32,41,0.11
2003,不分男女,台中市,其他神經系統,0.16,4,54.5,56,0.16
2003,不分男女,台南市,其他神經系統,0.25,5,45.2,36,0.27
2003,不分男女,高雄市,其他神經系統,0.26,8,51.5,46.5,0.29
2003,不分男女,基隆市,其他神經系統,0.25,1,69,69,0.25
2003,不分男女,新北市,其他神經系統,0.21,8,45.13,49.5,0.22
2003,不分男女,桃園市,其他神經系統,0.38,7,46.86,49,0.38
2003,不分男女,新竹縣,其他神經系統,0.42,2,59,59,0.44
2003,不分男女,宜蘭縣,其他神經系統,0.21,1,30,30,0.22
2003,不分男女,苗栗縣,其他神經系統,0.32,2,43.5,43.5,0.36
2003,不分男女,彰化縣,其他神經系統,0.33,5,58.2,61,0.38
2003,不分男女,南投縣,其他神經系統,0.16,1,61,61,0.19
2003,不分男女,雲林縣,其他神經系統,0.47,4,54.25,53,0.54
2003,不分男女,嘉義縣,其他神經系統,0.98,6,42.83,44,1.07
2003,不分男女,屏東縣,其他神經系統,0.23,2,29.5,29.5,0.22
2003,不分男女,澎湖縣,其他神經系統,1.05,1,31,31,1.08
2003,不分男女,花蓮縣,其他神經系統,0.27,1,63,63,0.28
2003,不分男女,台東縣,其他神經系統,0.39,1,20,20,0.41
2003,男,台閩地區,其他神經系統,0.24,30,50.77,51,0.26
2003,男,台北市,其他神經系統,0.17,2,27.5,27.5,0.15
2003,男,台中市,其他神經系統,0.17,2,56,56,0.16
2003,男,台南市,其他神經系統,0.09,1,36,36,0.11
2003,男,高雄市,其他神經系統,0.3,5,48.8,46,0.36
2003,男,基隆市,其他神經系統,0.54,1,69,69,0.5
2003,男,新北市,其他神經系統,0.15,3,53.67,49,0.16
2003,男,桃園市,其他神經系統,0.19,2,41.5,41.5,0.21
2003,男,新竹縣,其他神經系統,0.81,2,59,59,0.84
2003,男,宜蘭縣,其他神經系統,0.4,1,30,30,0.42
2003,男,苗栗縣,其他神經系統,0.3,1,64,64,0.34
2003,男,彰化縣,其他神經系統,0.53,4,66.75,65,0.59
2003,男,雲林縣,其他神經系統,0.22,1,52,52,0.26
2003,男,嘉義縣,其他神經系統,0.55,2,46.5,46.5,0.68
2003,男,屏東縣,其他神經系統,0.17,1,45,45,0.21
2003,男,澎湖縣,其他神經系統,1.93,1,31,31,2.09
2003,男,花蓮縣,其他神經系統,0.55,1,63,63,0.54
2003,女,台閩地區,其他神經系統,0.27,32,44.41,45,0.29
2003,女,台北市,其他神經系統,0.05,1,41,41,0.07
2003,女,台中市,其他神經系統,0.16,2,53,53,0.16
2003,女,台南市,其他神經系統,0.42,4,47.5,47.5,0.44
2003,女,高雄市,其他神經系統,0.21,3,56,56,0.22
2003,女,新北市,其他神經系統,0.27,5,40,50,0.27
2003,女,桃園市,其他神經系統,0.6,5,49,54,0.56
2003,女,苗栗縣,其他神經系統,0.34,1,23,23,0.37
2003,女,彰化縣,其他神經系統,0.13,1,24,24,0.16
2003,女,南投縣,其他神經系統,0.32,1,61,61,0.39
2003,女,雲林縣,其他神經系統,0.73,3,55,54,0.86
2003,女,嘉義縣,其他神經系統,1.39,4,41,33.5,1.51
2003,女,屏東縣,其他神經系統,0.3,1,14,14,0.23
2003,女,台東縣,其他神經系統,0.81,1,20,20,0.88
2004,不分男女,台閩地區,其他神經系統,0.25,59,55.1,59,0.26
2004,不分男女,台北市,其他神經系統,0.24,7,53.29,55,0.27
2004,不分男女,台中市,其他神經系統,0.12,3,55,76,0.12
2004,不分男女,台南市,其他神經系統,0.21,4,39.75,37.5,0.21
2004,不分男女,高雄市,其他神經系統,0.26,8,59.88,59,0.29
2004,不分男女,基隆市,其他神經系統,0.19,1,43,43,0.25
2004,不分男女,嘉義市,其他神經系統,1.31,4,55.5,54,1.48
2004,不分男女,新北市,其他神經系統,0.2,7,48.14,55,0.19
2004,不分男女,桃園市,其他神經系統,0.24,4,57.75,58.5,0.22
2004,不分男女,新竹縣,其他神經系統,0.16,1,83,83,0.21
2004,不分男女,宜蘭縣,其他神經系統,0.8,3,27.67,19,0.65
2004,不分男女,苗栗縣,其他神經系統,0.12,1,71,71,0.18
2004,不分男女,彰化縣,其他神經系統,0.2,3,54.67,53,0.23
2004,不分男女,南投縣,其他神經系統,0.31,2,63.5,63.5,0.37
2004,不分男女,雲林縣,其他神經系統,0.45,4,58,58.5,0.54
2004,不分男女,嘉義縣,其他神經系統,0.34,2,59,59,0.36
2004,不分男女,屏東縣,其他神經系統,0.31,4,74.75,73.5,0.44
2004,不分男女,台東縣,其他神經系統,0.34,1,65,65,0.42
2004,男,台閩地區,其他神經系統,0.22,26,49.54,54.5,0.23
2004,男,台北市,其他神經系統,0.13,2,54.5,54.5,0.16
2004,男,台中市,其他神經系統,0.23,3,55,76,0.23
2004,男,台南市,其他神經系統,0.23,2,21,21,0.21
2004,男,高雄市,其他神經系統,0.19,3,60,59,0.21
2004,男,基隆市,其他神經系統,0.37,1,43,43,0.5
2004,男,嘉義市,其他神經系統,1.85,3,54.67,50,2.22
2004,男,新北市,其他神經系統,0.28,5,43.8,49,0.27
2004,男,宜蘭縣,其他神經系統,1.07,2,32,32,0.84
2004,男,彰化縣,其他神經系統,0.14,1,38,38,0.15
2004,男,雲林縣,其他神經系統,0.21,1,60,60,0.26
2004,男,嘉義縣,其他神經系統,0.37,1,57,57,0.34
2004,男,屏東縣,其他神經系統,0.17,1,82,82,0.21
2004,男,台東縣,其他神經系統,0.71,1,65,65,0.78
2004,女,台閩地區,其他神經系統,0.27,33,59.48,63,0.3
2004,女,台北市,其他神經系統,0.33,5,52.8,64,0.37
2004,女,台南市,其他神經系統,0.18,2,58.5,58.5,0.22
2004,女,高雄市,其他神經系統,0.32,5,59.8,59,0.37
2004,女,嘉義市,其他神經系統,0.78,1,58,58,0.74
2004,女,新北市,其他神經系統,0.12,2,59,59,0.11
2004,女,桃園市,其他神經系統,0.45,4,57.75,58.5,0.44
2004,女,新竹縣,其他神經系統,0.31,1,83,83,0.45
2004,女,宜蘭縣,其他神經系統,0.54,1,19,19,0.45
2004,女,苗栗縣,其他神經系統,0.23,1,71,71,0.37
2004,女,彰化縣,其他神經系統,0.24,2,63,63,0.31
2004,女,南投縣,其他神經系統,0.61,2,63.5,63.5,0.77
2004,女,雲林縣,其他神經系統,0.73,3,57.33,57,0.86
2004,女,嘉義縣,其他神經系統,0.29,1,61,61,0.38
2004,女,屏東縣,其他神經系統,0.46,3,72.33,73,0.69
